Unnamed: 0,iso_code,region_group,income_group,country,survey,year,level,grade,category,sex,location,wealth,region,ethnicity,religion,language,disability,hh_edu_head,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,trans_prim_m,trans_prim_no,trans_lowsec_m,trans_lowsec_no,comp_higher_2yrs_2529_m,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_m,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_m,comp_higher_4yrs_3034_no,attend_higher_1822_m,attend_higher_1822_no,overage2plus_m,overage2plus_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,rlevel1_m,rlevel1_no,slevel1_m,slevel1_no,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_m,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_m,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_m,slevel4_no
44761,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region,,,,Kigali City,,,,,,0.542200028896332,0.344300001859665,0.296900004148483,0.579599976539612,0.340900003910065,0.247600004076958,,0.0741999968886375,0.195600003004074,0.0485000014305115,0.27250000834465,0.531199991703033,433.0,510.0,516.0,1655.0,1655.0,1688.0,898.0,898.0,898.0,842.0,322.0,451.0,,,,,0.0310999993234873,676.0,0.800700008869171,430.0,0.854300022125244,342.0,0.10360000282526,806.0,0.0542999990284443,806.0,0.0856999978423119,495.0,0.0219999998807907,828.0,0.428600013256073,1173.0,0.916700005531311,1694.0,,,,,,,,,,,,,,,,,,,,,,,,
44762,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region,,,,North,,,,,,0.450100004673004,0.165600001811981,0.0568999983370304,0.412800014019012,0.107199996709824,0.0575999990105629,,0.147900000214577,0.36489999294281,0.0447000004351139,0.178800001740456,0.58160001039505,559.0,503.0,460.0,1680.0,1680.0,1489.0,777.0,777.0,777.0,1604.0,727.0,478.0,,,,,0.0627999976277351,1273.0,0.633499979972839,330.0,0.724699974060059,100.0,0.0198999997228384,712.0,0.0077999997884035,712.0,0.0164000000804663,466.0,0.0010999999940395,829.0,0.558300018310547,2443.0,0.812699973583221,1424.0,,,,,,,,,,,,,,,,,,,,,,,,
44763,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region,,,,South,,,,,,0.371800005435944,0.118100002408028,0.068400003015995,0.357199996709824,0.0869000032544136,0.0487999990582466,,0.19539999961853,0.387499988079071,0.064800001680851,0.148100003600121,0.448100000619888,918.0,675.0,669.0,2480.0,2480.0,2168.0,1096.0,1096.0,1096.0,2347.0,1041.0,787.0,,,,,0.113399997353554,1874.0,0.714800000190735,435.0,0.751800000667572,155.0,0.0055999998003244,1101.0,0.0027000000700354,1101.0,0.0038999998942017,727.0,0.0048000002279877,1202.0,0.622399985790253,3616.0,0.767300009727478,2024.0,,,,,,,,,,,,,,,,,,,,,,,,
44764,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region,,,,West,,,,,,0.359100013971329,0.102200001478195,0.0939000025391579,0.313899993896484,0.0944000035524368,0.0666999965906143,,0.199799999594688,0.442499995231628,0.0780000016093254,0.172900006175041,0.493099987506866,880.0,711.0,698.0,2519.0,2519.0,2175.0,1145.0,1145.0,1145.0,2262.0,1006.0,758.0,,,,,0.098800003528595,1791.0,0.716400027275085,388.0,0.887799978256226,147.0,0.0208999998867512,1046.0,0.0065000001341104,1046.0,0.0115999998524785,671.0,0.0113000003620982,1174.0,0.642700016498566,3366.0,0.767300009727478,2099.0,,,,,,,,,,,,,,,,,,,,,,,,
44765,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion,,,,,,Adventist,,,,0.391999989748001,0.141800001263618,0.0983999967575073,0.364499986171722,0.0993999987840652,0.0511000007390976,,0.160199999809265,0.386799991130829,0.0584999993443489,0.184000000357628,0.556299984455109,187.0,169.0,122.0,548.0,548.0,560.0,242.0,242.0,242.0,603.0,218.0,174.0,,,,,,,0.70880001783371,181.0,0.831399977207184,76.0,0.0195000004023314,523.0,0.0094999996945262,523.0,0.008899999782443,320.0,0.0102000003680587,450.0,1.0,194.0,0.829599976539612,1061.0,,,,,,,,,,,,,,,,,,,,,,,,
44766,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion,,,,,,Catholic,,,,0.412800014019012,0.129600003361702,0.113399997353554,0.388599991798401,0.120099999010563,0.0844999998807907,,0.14640000462532,0.355100005865097,0.0597000010311604,0.155200004577637,0.484100013971329,757.0,669.0,621.0,2237.0,2237.0,1960.0,1028.0,1028.0,1028.0,2094.0,939.0,684.0,,,,,,,0.697399973869324,697.0,0.757600009441376,279.0,0.0272000003606081,1428.0,0.0115000000223517,1428.0,0.0136000001803041,995.0,0.0055999998003244,1702.0,1.0,809.0,0.817600011825562,4184.0,,,,,,,,,,,,,,,,,,,,,,,,
44767,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion,,,,,,Muslim,,,,,,,0.577099978923798,0.266400009393692,0.09740000218153,,0.120200000703335,0.23819999396801,0.0694999992847443,,,,,,75.0,75.0,68.0,39.0,39.0,39.0,69.0,,,,,,,,,0.862299978733063,42.0,,,0.0892999991774559,60.0,0.0310999993234873,60.0,0.0086000002920627,43.0,0.0074000000022351,63.0,,,0.888700008392334,170.0,,,,,,,,,,,,,,,,,,,,,,,,
44768,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion,,,,,,No Religion/None,,,,,,,0.23649999499321,0.0582000017166138,0.0753000006079674,,0.322499990463257,0.488000005483627,0.116599999368191,,,,,,65.0,65.0,75.0,32.0,32.0,32.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44769,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion,,,,,,Protestant,,,,0.370099991559982,0.13740000128746,0.0854000002145767,0.349999994039536,0.116899996995926,0.0852999985218048,,0.173299998044968,0.418199986219406,0.0807999968528748,0.192900002002716,0.539900004863739,643.0,509.0,502.0,1846.0,1846.0,1683.0,851.0,851.0,851.0,1648.0,692.0,589.0,,,,,,,0.718100011348724,588.0,0.754599988460541,248.0,0.0251000002026558,1438.0,0.0083999997004866,1438.0,0.0247000008821487,923.0,0.0076999999582767,1616.0,1.0,694.0,0.772599995136261,3843.0,,,,,,,,,,,,,,,,,,,,,,,,
44770,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex,Female,,,,,,,,,0.408100008964539,0.143999993801117,0.0940999984741211,0.372000008821487,0.115800000727177,0.0737999975681305,,0.190699994564056,0.397399991750717,0.0606000013649464,0.17679999768734,0.538600027561188,1867.0,1588.0,1654.0,5686.0,5686.0,5195.0,2744.0,2744.0,2744.0,4602.0,2039.0,1669.0,,,,,0.0810000002384186,3658.0,0.70169997215271,1051.0,0.788999974727631,429.0,0.0233999993652105,2512.0,0.0115999998524785,2512.0,0.0137999998405576,1664.0,0.0049999998882412,2737.0,0.588900029659271,6920.0,0.800599992275238,6279.0,,,,,,,,,,,,,,,,,,,,,,,,
44771,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex,Male,,,,,,,,,0.388700008392334,0.165299996733665,0.112800002098083,0.391099989414215,0.134700000286102,0.0952999964356422,,0.139799997210503,0.348699986934662,0.0731000006198883,0.182300001382828,0.485500007867813,1778.0,1516.0,1363.0,5127.0,5127.0,4474.0,2306.0,2306.0,2306.0,4549.0,1964.0,1592.0,,,,,0.109700001776218,3628.0,0.715499997138977,984.0,0.805899977684021,446.0,0.0331999994814396,2162.0,0.0125000001862645,2162.0,0.0272000003606081,1390.0,0.011400000192225,2514.0,0.619700014591217,6850.0,0.803099989891052,2989.0,,,,,,,,,,,,,,,,,,,,,,,,
44772,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Female,,,East,,,,,,0.367900013923645,0.143199995160103,0.0557000003755093,0.333499997854233,0.0885000005364418,0.0472000017762184,,0.198599994182587,0.437200009822845,0.0676999986171722,0.213300004601479,0.582799971103668,432.0,352.0,361.0,1284.0,1284.0,1157.0,611.0,611.0,611.0,1055.0,432.0,406.0,,,,,0.0987000018358231,830.0,0.691100001335144,238.0,0.657000005245209,69.0,0.0131000000983477,553.0,0.0040000001899898,553.0,0.002199999988079,376.0,0.0020999999251216,614.0,0.610899984836578,1567.0,0.793799996376038,1347.0,,,,,,,,,,,,,,,,,,,,,,,,
44773,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Female,,,Kigali City,,,,,,0.547699987888336,0.35589998960495,0.320899993181229,0.593699991703033,0.350499987602234,0.268299996852875,,0.0802000015974045,0.199599996209145,0.0513000003993511,0.326599985361099,0.549799978733063,254.0,265.0,279.0,897.0,897.0,826.0,470.0,470.0,470.0,393.0,187.0,255.0,,,,,0.0306000001728535,317.0,0.828100025653839,232.0,0.873099982738495,194.0,0.114600002765656,377.0,0.0659999996423721,377.0,0.0882000029087067,223.0,0.0140000004321337,450.0,0.40650001168251,552.0,0.911300003528595,1156.0,,,,,,,,,,,,,,,,,,,,,,,,
44774,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Female,,,North,,,,,,0.445100009441376,0.128800004720688,0.0542999990284443,0.387699991464615,0.0865999981760979,0.0450000017881393,,0.186800003051758,0.400099992752075,0.0399000011384487,0.166500002145767,0.605499982833862,286.0,255.0,249.0,878.0,878.0,830.0,419.0,419.0,419.0,819.0,375.0,250.0,,,,,0.0480000004172325,647.0,0.589800000190735,165.0,0.76230001449585,40.0,0.0052999998442828,414.0,0.0,414.0,0.0115000000223517,277.0,0.0,439.0,0.546599984169006,1269.0,0.794600009918213,959.0,,,,,,,,,,,,,,,,,,,,,,,,
44775,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Female,,,South,,,,,,0.392199993133545,0.118199996650219,0.0476000010967255,0.36599999666214,0.0785000026226044,0.0362000018358231,,0.212400004267693,0.388200014829636,0.0526000000536442,0.112800002098083,0.439500004053116,447.0,324.0,381.0,1270.0,1270.0,1176.0,612.0,612.0,612.0,1164.0,522.0,363.0,,,,,0.096900001168251,945.0,0.760399997234344,225.0,0.657999992370605,71.0,0.0032999999821186,583.0,0.001300000003539,583.0,0.0024000001139938,402.0,0.0070000002160668,590.0,0.600099980831146,1808.0,0.795300006866455,1385.0,,,,,,,,,,,,,,,,,,,,,,,,
44776,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Female,,,West,,,,,,0.373800009489059,0.061599999666214,0.066100001335144,0.286700010299683,0.0681999996304512,0.0472000017762184,,0.231800004839897,0.482600003480911,0.0824000015854836,0.171200007200241,0.53219997882843,448.0,392.0,384.0,1357.0,1357.0,1206.0,632.0,632.0,632.0,1171.0,523.0,395.0,,,,,0.0869999974966049,919.0,0.625800013542175,191.0,0.894200026988983,55.0,0.017400000244379,585.0,0.0083999997004866,585.0,0.0035000001080334,386.0,0.0044999998062849,644.0,0.636900007724762,1724.0,0.744899988174438,1432.0,,,,,,,,,,,,,,,,,,,,,,,,
44777,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Male,,,East,,,,,,0.379200011491776,0.103799998760223,0.0610000006854534,0.358500003814697,0.0882000029087067,0.0531999990344048,,0.161899998784065,0.388700008392334,0.09740000218153,0.18019999563694,0.519800007343292,423.0,353.0,313.0,1195.0,1195.0,992.0,523.0,523.0,523.0,1041.0,475.0,381.0,,,,,0.138300001621246,842.0,0.672999978065491,214.0,0.724200010299683,62.0,0.017400000244379,456.0,0.0019000000320375,456.0,0.0153999999165535,319.0,0.0080000003799796,604.0,0.654900014400482,1605.0,0.77810001373291,680.0,,,,,,,,,,,,,,,,,,,,,,,,
44778,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Male,,,Kigali City,,,,,,0.534600019454956,0.331699997186661,0.266499996185303,0.562300026416779,0.329199999570847,0.227500006556511,,0.0671999976038933,0.1908999979496,0.0461999997496605,0.203999996185303,0.505800008773804,179.0,245.0,237.0,758.0,758.0,862.0,428.0,428.0,428.0,449.0,135.0,196.0,,,,,0.0315999984741211,359.0,0.767700016498566,198.0,0.828800022602081,148.0,0.0939000025391579,429.0,0.0441000014543533,429.0,0.0837000012397766,272.0,0.031700000166893,378.0,0.447499990463257,621.0,0.922399997711182,538.0,,,,,,,,,,,,,,,,,,,,,,,,
44779,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Male,,,North,,,,,,0.455199986696243,0.202999994158745,0.0599999986588955,0.439900010824203,0.129399999976158,0.0733999982476234,,0.102899998426437,0.324200004339218,0.0496999993920326,0.19200000166893,0.556100010871887,273.0,248.0,211.0,802.0,802.0,659.0,358.0,358.0,358.0,785.0,352.0,228.0,,,,,0.0781000033020973,626.0,0.675999999046326,165.0,0.699899971485138,60.0,0.0401999987661839,298.0,0.0186999998986721,298.0,0.0236000008881092,189.0,0.0023000000510364,390.0,0.571099996566772,1174.0,0.830699980258942,465.0,,,,,,,,,,,,,,,,,,,,,,,,
44780,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Male,,,South,,,,,,0.352600008249283,0.117899999022484,0.0961999967694283,0.348100006580353,0.0957000032067299,0.063900001347065,,0.173500001430511,0.386599987745285,0.0768000036478043,0.183300003409386,0.45550000667572,471.0,351.0,288.0,1210.0,1210.0,992.0,484.0,484.0,484.0,1183.0,519.0,424.0,,,,,0.130300000309944,929.0,0.665799975395203,210.0,0.82889997959137,84.0,0.0081000002101063,518.0,0.0043999999761581,518.0,0.0059000002220273,325.0,0.0027999999001622,612.0,0.644699990749359,1808.0,0.737800002098083,639.0,,,,,,,,,,,,,,,,,,,,,,,,
44781,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Region & Sex,Male,,,West,,,,,,0.34400001168251,0.152400001883507,0.1283999979496,0.345699995756149,0.125,0.0910999998450279,,0.159999996423721,0.392699986696243,0.0732999965548515,0.174899995326996,0.451099991798401,432.0,319.0,314.0,1162.0,1162.0,969.0,513.0,513.0,513.0,1091.0,483.0,363.0,,,,,0.111100003123283,872.0,0.80349999666214,197.0,0.88400000333786,92.0,0.0253999996930361,461.0,0.0041999998502433,461.0,0.0225000008940697,285.0,0.0197000000625849,530.0,0.648899972438812,1642.0,0.790700018405914,667.0,,,,,,,,,,,,,,,,,,,,,,,,
44782,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Female,,,,,Adventist,,,,0.417100012302399,0.133000001311302,0.0807999968528748,0.36939999461174,0.0892999991774559,0.034400001168251,,0.145199999213219,0.362399995326996,0.0493000000715256,0.175600007176399,0.57889997959137,97.0,85.0,65.0,287.0,287.0,304.0,130.0,130.0,130.0,313.0,120.0,91.0,,,,,,,0.744799971580505,129.0,0.835200011730194,46.0,0.0115000000223517,369.0,0.0041999998502433,369.0,0.0154999997466803,236.0,0.0062000001780688,320.0,1.0,130.0,0.826300024986267,744.0,,,,,,,,,,,,,,,,,,,,,,,,
44783,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Female,,,,,Catholic,,,,0.428400009870529,0.125400006771088,0.117899999022484,0.383899986743927,0.114200003445148,0.0825000032782555,,0.159700006246567,0.351599991321564,0.0571000017225742,0.165000006556511,0.493000000715256,396.0,345.0,365.0,1216.0,1216.0,1117.0,589.0,589.0,589.0,1042.0,477.0,354.0,,,,,,,0.694700002670288,436.0,0.794099986553192,181.0,0.0247000008821487,969.0,0.0157999992370605,969.0,0.009800000116229,708.0,0.0024000001139938,1113.0,1.0,495.0,0.826600015163422,2688.0,,,,,,,,,,,,,,,,,,,,,,,,
44784,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Female,,,,,Muslim,,,,,,,0.560100018978119,0.207699999213219,0.106600001454353,,,,0.0553000010550022,,,,,,43.0,43.0,37.0,,,,37.0,,,,,,,,,,,,,0.103399999439716,37.0,0.0744000002741814,37.0,,,0.0175000000745058,40.0,,,0.945100009441376,105.0,,,,,,,,,,,,,,,,,,,,,,,,
44785,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Female,,,,,No Religion/None,,,,,,,0.210199996829033,0.066200003027916,0.0255999993532896,,,,0.0740000009536743,,,,,,36.0,36.0,33.0,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44786,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Female,,,,,Protestant,,,,0.371199995279312,0.0857999995350838,0.0778999999165535,0.338600009679794,0.10360000282526,0.0861999988555908,,0.193599998950958,0.444799989461899,0.0723000019788742,0.19030000269413,0.561600029468536,348.0,286.0,299.0,1051.0,1051.0,982.0,504.0,504.0,504.0,829.0,352.0,330.0,,,,,,,0.687900006771088,431.0,0.741599977016449,171.0,0.0203000009059906,1059.0,0.0081000002101063,1059.0,0.0140000004321337,668.0,0.0049999998882412,1179.0,1.0,478.0,0.763499975204468,2732.0,,,,,,,,,,,,,,,,,,,,,,,,
44787,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Male,,,,,Adventist,,,,0.364800006151199,0.150299996137619,0.118299998342991,0.359200000762939,0.110299997031689,0.0705000013113022,,0.177499994635582,0.414600014686584,0.0687000006437302,0.194000005722046,0.530900001525879,90.0,84.0,57.0,261.0,261.0,256.0,112.0,112.0,112.0,290.0,98.0,83.0,,,,,,,0.672100007534027,52.0,0.828700006008148,30.0,0.0277999993413687,154.0,0.0149999996647239,154.0,0.0,84.0,0.0143999997526407,130.0,1.0,64.0,0.833199977874756,317.0,,,,,,,,,,,,,,,,,,,,,,,,
44788,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Male,,,,,Catholic,,,,0.395999997854233,0.134100005030632,0.10700000077486,0.39410001039505,0.127100005745888,0.0872000008821487,,0.128499999642372,0.359899997711182,0.0621999986469746,0.145199999213219,0.474700003862381,361.0,324.0,256.0,1021.0,1021.0,843.0,439.0,439.0,439.0,1052.0,462.0,330.0,,,,,,,0.699500024318695,261.0,0.728500008583069,98.0,0.0296999998390675,459.0,0.0071999998763203,459.0,0.0179999992251396,287.0,0.0082000000402331,589.0,1.0,314.0,0.809700012207031,1496.0,,,,,,,,,,,,,,,,,,,,,,,,
44789,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Male,,,,,Muslim,,,,,,,0.599200010299683,0.342799991369247,0.0869000032544136,,,,0.0864000022411346,,,,,,32.0,32.0,31.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,0.84689998626709,65.0,,,,,,,,,,,,,,,,,,,,,,,,
44790,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Male,,,,,No Religion/None,,,,,,,,,0.114500001072884,,,,0.161100000143051,,,,,,,,42.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44791,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Religion & Sex,Male,,,,,Protestant,,,,0.368800014257431,0.204300001263618,0.0961000025272369,0.364699989557266,0.134299993515015,0.0838999971747398,,0.144299998879433,0.380100011825562,0.0894000008702278,0.195600003004074,0.513100028038025,295.0,223.0,203.0,795.0,795.0,701.0,347.0,347.0,347.0,819.0,340.0,259.0,,,,,,,0.754999995231628,157.0,0.766799986362457,77.0,0.031199999153614,379.0,0.0087000001221895,379.0,0.0375999994575977,255.0,0.0109000001102686,437.0,1.0,216.0,0.783399999141693,1111.0,,,,,,,,,,,,,,,,,,,,,,,,
44792,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Female,,Quintile 1,,,,,,,0.184200003743172,0.0357000008225441,0.0066999997943639,0.151800006628036,0.0176999997347593,0.0020999999251216,,0.370099991559982,0.611699998378754,0.108800001442432,0.185100004076958,0.68529999256134,303.0,258.0,304.0,969.0,969.0,979.0,492.0,492.0,492.0,944.0,384.0,252.0,,,,,0.145300000905991,764.0,0.508000016212463,78.0,,,0.0,493.0,0.0,493.0,0.0,337.0,0.0027000000700354,458.0,0.675800025463104,1321.0,0.602400004863739,952.0,,,,,,,,,,,,,,,,,,,,,,,,
44793,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Female,,Quintile 2,,,,,,,0.334500014781952,0.0599000006914139,0.0031999999191612,0.265599995851517,0.0361000001430511,0.0010000000474974,,0.282400012016296,0.520399987697601,0.0756999999284744,0.218899995088577,0.60180002450943,352.0,278.0,305.0,1022.0,1022.0,939.0,474.0,474.0,474.0,949.0,405.0,298.0,,,,,0.100100003182888,744.0,0.573300004005432,149.0,,,0.0,458.0,0.0,458.0,0.0,325.0,0.0,493.0,0.64300000667572,1405.0,0.721800029277802,1051.0,,,,,,,,,,,,,,,,,,,,,,,,
44794,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Female,,Quintile 3,,,,,,,0.385600000619888,0.0816000029444695,0.0258000008761883,0.30689999461174,0.0498000010848045,0.0094999996945262,,0.18359999358654,0.426499992609024,0.0427000001072884,0.151999995112419,0.575800001621246,359.0,307.0,322.0,1116.0,1116.0,1039.0,551.0,551.0,551.0,842.0,411.0,337.0,,,,,0.0781999975442886,678.0,0.584399998188019,164.0,0.547599971294403,38.0,0.0,532.0,0.0,532.0,0.0,308.0,0.0,521.0,0.620599985122681,1369.0,0.773100018501282,1122.0,,,,,,,,,,,,,,,,,,,,,,,,
44795,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Female,,Quintile 4,,,,,,,0.468800008296967,0.127900004386902,0.0491999983787537,0.42059999704361,0.088299997150898,0.0348999984562397,,0.114900000393391,0.323500007390976,0.0361000001430511,0.109999999403954,0.459300011396408,362.0,321.0,288.0,1071.0,1071.0,934.0,494.0,494.0,494.0,962.0,433.0,324.0,,,,,0.0509000010788441,747.0,0.707000017166138,225.0,0.704200029373169,59.0,0.0020999999251216,426.0,0.0020999999251216,426.0,0.0,317.0,0.0,532.0,0.575200021266937,1504.0,0.869000017642975,1149.0,,,,,,,,,,,,,,,,,,,,,,,,
44796,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Female,,Quintile 5,,,,,,,0.587700009346008,0.342599987983704,0.326900005340576,0.624300003051758,0.322100013494492,0.281899988651276,,0.0540000014007092,0.179299995303154,0.0361000001430511,0.225500002503395,0.435000002384186,491.0,424.0,435.0,1508.0,1508.0,1304.0,733.0,733.0,733.0,905.0,406.0,458.0,,,,,0.0243999995291233,725.0,0.835799992084503,435.0,0.870599985122681,301.0,0.103399999439716,603.0,0.0504000000655651,603.0,0.0662999972701073,377.0,0.0183000005781651,733.0,0.418799996376038,1321.0,0.924700021743774,2005.0,,,,,,,,,,,,,,,,,,,,,,,,
44797,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Male,,Quintile 1,,,,,,,0.204099997878075,0.0573999993503094,0.0198999997228384,0.193299993872643,0.0346999987959862,0.006000000052154,,0.263700008392334,0.557099997997284,0.131300002336502,0.221799999475479,0.552699983119965,288.0,205.0,211.0,779.0,779.0,684.0,340.0,340.0,340.0,894.0,345.0,242.0,,,,,0.204199999570847,694.0,0.66210001707077,73.0,,,0.0,343.0,0.0,343.0,0.0,212.0,0.0063999998383224,362.0,0.671400010585785,1231.0,0.618600010871887,367.0,,,,,,,,,,,,,,,,,,,,,,,,
44798,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Male,,Quintile 2,,,,,,,0.276100009679794,0.0540999993681908,0.0255999993532896,0.261700004339218,0.0417999997735023,0.0154999997466803,,0.210999995470047,0.479900002479553,0.0821999981999397,0.157499998807907,0.48539999127388,326.0,235.0,197.0,828.0,828.0,726.0,344.0,344.0,344.0,905.0,400.0,279.0,,,,,0.143299996852875,728.0,0.664600014686584,114.0,,,0.0,380.0,0.0,380.0,0.0,229.0,0.0,407.0,0.673900008201599,1392.0,0.76419997215271,433.0,,,,,,,,,,,,,,,,,,,,,,,,
44799,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Male,,Quintile 3,,,,,,,0.381000012159348,0.0771000012755394,0.0394000001251698,0.339100003242493,0.0665000006556511,0.0286999996751547,,0.124499998986721,0.397199988365173,0.0537000000476837,0.149599999189377,0.467200011014938,331.0,297.0,268.0,985.0,985.0,856.0,443.0,443.0,443.0,895.0,388.0,302.0,,,,,0.0935000032186508,713.0,0.59850001335144,161.0,0.784300029277802,46.0,0.0028999999631196,414.0,0.0,414.0,0.0,250.0,0.0062000001780688,485.0,0.642899990081787,1416.0,0.787299990653992,542.0,,,,,,,,,,,,,,,,,,,,,,,,
44800,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Male,,Quintile 4,,,,,,,0.44870001077652,0.18639999628067,0.0804999992251396,0.445199996232986,0.127499997615814,0.0718000009655952,,0.0993999987840652,0.279700011014938,0.0573999993503094,0.157800003886223,0.465299993753433,382.0,327.0,275.0,1069.0,1069.0,874.0,469.0,469.0,469.0,902.0,432.0,316.0,,,,,0.0693999975919724,725.0,0.702199995517731,234.0,0.791899979114532,93.0,0.0181000009179115,404.0,0.0024000001139938,404.0,0.003400000045076,273.0,0.0035999999381601,531.0,0.614600002765656,1425.0,0.82940000295639,624.0,,,,,,,,,,,,,,,,,,,,,,,,
44801,RWA,Sub-Saharan Africa,Low income,Rwanda,DHS,2010,,1,Sex & Wealth,Male,,Quintile 5,,,,,,,0.550300002098083,0.328900009393692,0.295199990272522,0.580900013446808,0.306699991226196,0.262899994850159,,0.0756999999284744,0.181999996304512,0.0417000018060207,0.229900002479553,0.476500004529953,451.0,452.0,412.0,1466.0,1466.0,1334.0,710.0,710.0,710.0,953.0,399.0,453.0,,,,,0.0428999997675419,768.0,0.801999986171722,402.0,0.830600023269653,273.0,0.111199997365475,621.0,0.0461000017821789,621.0,0.093800000846386,426.0,0.0309999994933605,729.0,0.496100008487701,1386.0,0.883499979972839,1023.0,,,,,,,,,,,,,,,,,,,,,,,,
